,Year,AverageTemperature,AverageTemperatureUncertainty,ISO
9597,1852,26.403000000000002,2.0980000000000003,TGO
9598,1852,25.617333333333335,1.0988333333333333,TTO
9599,1852,20.018166666666666,1.6055,TUN
9600,1852,11.415916666666668,1.51375,TUR
9601,1852,14.4395,2.4785833333333334,TKM
9602,1852,26.027583333333336,1.33425,TCA
9603,1852,21.582000000000004,1.3999999999999997,UGA
9604,1852,7.262833333333333,1.3230000000000002,UKR
9605,1852,19.468,2.55,ARE
9606,1852,9.086875000000001,1.3593333333333335,GBR
9607,1852,8.183083333333334,1.39375,USA
9608,1852,16.806166666666666,2.099083333333333,URY
9609,1852,11.875833333333333,2.6005833333333332,UZB
9610,1852,24.491583333333335,1.097,VEN
9611,1852,23.219333333333335,1.4455833333333334,VNM
9612,1852,25.738166666666668,1.1701666666666666,VIR
9613,1852,22.128,1.7759166666666666,ESH
9614,1852,22.634,1.514,ZMB
9615,1852,23.131,1.7909999999999997,ZWE
9616,1852,4.995666666666667,1.46125,ALA
9617,1853,13.455833333333333,2.112833333333333,AFG
9619,1853,12.811166666666667,1.27125,ALB
9620,1853,22.770583333333335,1.6136666666666668,DZA
9621,1853,10.111333333333333,1.1336666666666668,AND
9622,1853,26.241500000000002,1.0675000000000001,AIA
9623,1853,26.076583333333332,1.0665833333333332,ATG
9624,1853,8.725833333333332,1.4969166666666667,ARM
9625,1853,27.48575,1.0774166666666667,ABW
9627,1853,20.95825,1.459666666666667,AUS
9628,1853,5.347666666666666,1.00775,AUT
9629,1853,11.221000000000002,1.3981666666666666,AZE
9630,1853,24.829333333333334,1.3783333333333332,BHS
9631,1853,25.540333333333336,1.8466666666666667,BHR
9632,1853,25.0925,0.9354166666666667,BK
9633,1853,24.71575,1.42725,BGD
9634,1853,26.149083333333333,1.0910833333333334,BRB
9635,1853,5.45625,1.1803333333333332,BLR
9636,1853,8.297916666666667,1.1505,BEL
9637,1853,24.267333333333337,1.2787499999999998,BLZ
9638,1853,25.999,2.133,BEN
9639,1853,11.65225,1.60325,BTN
9640,1853,26.77425,1.0403333333333333,BES
9641,1853,10.285916666666667,1.1629166666666666,BIH
9642,1853,24.37025,0.9580833333333333,BRA
9643,1853,25.97383333333333,1.08225,VGB
9644,1853,11.03775,1.35925,BGR
9645,1853,25.26,2.3280000000000003,BFA
9646,1853,23.554333333333332,1.1534166666666665,MMR
9647,1853,18.485,1.3999999999999997,BDI
9648,1853,26.368,1.19525,KHM
9649,1853,-5.590916666666668,2.35575,CAN
9650,1853,23.211,2.21,CPV
9651,1853,26.152583333333336,1.20225,CYM
9652,1853,5.997583333333334,1.06925,CHN
9653,1853,25.198666666666668,0.9289999999999999,CXR
9654,1853,24.233083333333337,0.9945833333333334,COL
9655,1853,25.104666666666663,0.94225,COM
9657,1853,24.992416666666667,1.09975,CRI
9658,1853,10.99225,1.1258333333333332,HRV
9659,1853,24.948666666666668,1.2195833333333332,CUB
9660,1853,26.933750000000003,1.06275,CUW
9661,1853,19.337416666666666,1.4610833333333335,CYP
9662,1853,6.494666666666667,0.9862500000000001,CZE
9663,1853,25.131,2.311,CIV
9664,1853,-5.844458333333333,1.9677499999999999,DNK
9665,1853,25.769416666666668,1.0638333333333334,DMA
9666,1853,25.22683333333333,1.1775833333333334,DOM
9667,1853,22.762833333333333,1.8090833333333334,EGY
9668,1853,24.157083333333333,1.1580833333333334,SLV
9669,1853,4.58825,1.1225,EST
9670,1853,20.619,1.3,ETH
9672,1853,6.453416666666667,1.3264166666666666,FRO
9673,1853,1.5835833333333336,1.1823333333333335,FIN
9674,1853,10.57925,1.1216666666666666,FRA
9675,1853,25.316666666666666,0.9263333333333333,GUF
9676,1853,24.788,2.458,GMB
9678,1853,8.423166666666667,1.3445833333333332,GEO
9679,1853,6.873083333333334,1.0638333333333334,DEU
9680,1853,26.218000000000004,2.15,GHA
9681,1853,15.17425,1.3419166666666669,GRC
9682,1853,-18.992166666666666,2.9434166666666663,GRL
9683,1853,26.424666666666667,1.058,GRD
9684,1853,25.974333333333334,1.0656666666666668,GLP
9685,1853,22.3175,1.2163333333333333,GTM
9686,1853,9.986749999999999,1.1106666666666667,GGY
9687,1853,23.464,2.5540000000000003,GIN
9688,1853,24.639,2.557,GNB
9689,1853,25.577166666666667,0.9944999999999999,GUY
9690,1853,25.969833333333337,1.2125000000000001,HTI
9691,1853,23.984333333333336,1.156,HND
9692,1853,22.825333333333333,1.7822500000000001,HKG
9693,1853,9.297916666666667,1.1343333333333334,HUN
9694,1853,1.1400000000000003,1.7170833333333333,ISL
9695,1853,23.66541666666667,1.1472499999999999,IND
9696,1853,25.208166666666667,0.8956666666666666,IDN
9697,1853,17.264083333333335,1.8524166666666666,IRN
9698,1853,21.866583333333335,1.8463333333333332,IRQ
9699,1853,8.797,1.2560833333333334,IRL
9700,1853,8.6455,1.1389166666666666,IMN
9701,1853,19.964083333333335,1.6585833333333333,ISR
9702,1853,12.277083333333332,1.0988333333333333,ITA
9703,1853,25.695000000000004,1.2275833333333332,JAM
9704,1853,11.257666666666665,1.7144166666666667,JPN
9705,1853,9.986749999999999,1.1106666666666667,JEY
9706,1853,19.653166666666667,1.7755833333333333,JOR
9707,1853,4.36625,2.1255833333333336,KAZ
9708,1853,22.816,1.4750000000000003,KEN
9709,1853,24.884916666666665,1.953,KWT
9710,1853,2.368916666666667,2.2350833333333333,KGZ
9711,1853,23.450999999999997,1.33325,LAO
9712,1853,4.905666666666668,1.1158333333333335,LVA
9713,1853,18.051583333333333,1.6204999999999998,LBN
9714,1853,24.703999999999997,2.452,LBR
9715,1853,22.323583333333332,1.7474166666666668,LBY
9716,1853,3.686,1.17575,LIE
9717,1853,5.374583333333333,1.1255833333333334,LTU
9718,1853,7.960083333333333,1.1235,LUX
9719,1853,22.577333333333332,1.7975833333333335,MO
9720,1853,10.686,1.3509166666666665,MKD
9721,1853,22.167416666666668,1.00275,MDG
9722,1853,22.943,1.508,MWI
9723,1853,25.576583333333335,0.8916666666666666,MYS
9724,1853,22.249,2.377,MLI
9725,1853,18.574,1.1765,MLT
9726,1853,25.769416666666668,1.0638333333333334,MTQ
9727,1853,27.10875,1.9423333333333332,MRT
9728,1853,22.94225,1.16225,MUS
9729,1853,25.744833333333332,0.9665,MYT
9730,1853,20.051583333333333,1.2917500000000002,MEX
9731,1853,9.359083333333333,1.11025,MDA
9732,1853,8.035416666666666,1.0965,MCO
9733,1853,-2.2845,2.1013333333333333,MNG
9734,1853,10.33225,1.2568333333333332,MNE
9735,1853,26.02425,1.0689166666666667,MSR
9736,1853,17.246916666666667,1.5791666666666666,MAR
9737,1853,24.783,1.4750000000000003,MOZ
9738,1853,14.577,1.5603333333333333,NPL
9739,1853,8.013291666666667,1.1654583333333333,NLD
9740,1853,8.88425,1.8028333333333333,NZL
9741,1853,25.29825,1.1025,NIC
9742,1853,27.35100000000001,2.042,NER
9744,1853,5.752,1.8430833333333334,PRK
9745,1853,0.12124999999999979,1.4055,NOR
9747,1853,20.25,2.39,OMN
9748,1853,20.103833333333334,1.5973333333333333,PAK
9750,1853,25.743583333333333,1.0991666666666666,PAN
9751,1853,22.887,2.072833333333333,PRY
9752,1853,26.06533333333333,1.0859166666666666,PHL
9753,1853,6.583083333333332,1.0351666666666668,POL
9754,1853,13.748583333333334,1.4359166666666667,PRT
9755,1853,25.096083333333336,1.106,PRI
9756,1853,26.364583333333332,1.7525000000000002,QAT
9757,1853,22.71366666666667,1.1364166666666666,REU
9758,1853,9.104833333333334,1.2778333333333334,ROU
9759,1853,-6.276000000000001,1.7949166666666667,RUS
9760,1853,17.548,1.386,RWA
9761,1853,26.241500000000002,1.0675000000000001,BLM
9762,1853,25.493416666666665,1.0693333333333335,KNA
9763,1853,26.328083333333336,1.0733333333333333,LCA
9764,1853,26.241500000000002,1.0675000000000001,MF
9765,1853,3.563,2.1757500000000003,SPM
9766,1853,26.465500000000002,1.0561666666666667,VCT
9767,1853,13.394166666666669,1.14875,SMR
9768,1853,25.229166666666668,1.63525,SAU
9769,1853,24.748,2.466,SEN
9770,1853,10.098,1.2808333333333335,SRB
9771,1853,26.138083333333338,0.9309166666666666,SYC
9772,1853,24.833,2.624,SLE
9773,1853,26.206500000000002,1.0251666666666666,SGP
9774,1853,26.241500000000002,1.0675000000000001,SX
9775,1853,6.899249999999999,1.133,SVK
9776,1853,9.143666666666666,1.1275,SVN
9777,1853,24.56,1.3730000000000002,SOM
9779,1853,11.123,1.6985833333333333,KOR
9780,1853,12.695083333333335,1.219,ESP
9781,1853,26.786083333333334,1.0745833333333332,LKA
9782,1853,25.794750000000004,0.9718333333333334,SUR
9783,1853,-7.045833333333333,3.607333333333333,SJM
9784,1853,2.1908333333333334,1.0546666666666666,SWE
9785,1853,5.9715,1.1160833333333333,CHE
9786,1853,18.307666666666666,1.6678333333333333,SYR
9787,1853,21.976666666666663,1.5880833333333335,TWN
9788,1853,3.315416666666667,2.068,TJK
9789,1853,22.296000000000003,1.547,TZA
9790,1853,25.789833333333334,1.1655,THA
9791,1853,26.403000000000002,2.0980000000000003,TGO
9792,1853,25.7775,1.0260833333333335,TTO
9793,1853,19.847666666666665,1.3720833333333333,TUN
9794,1853,12.227583333333333,1.4735833333333332,TUR
9795,1853,14.325416666666667,2.3007500000000003,TKM
9796,1853,26.406666666666666,1.2505833333333334,TCA
9797,1853,21.582000000000004,1.3999999999999997,UGA
9798,1853,7.899500000000001,1.06725,UKR
9799,1853,19.468,2.55,ARE
9800,1853,7.872958333333333,1.1354583333333335,GBR
9801,1853,8.459916666666667,1.2913333333333334,USA
9802,1853,16.779999999999998,2.03175,URY
9803,1853,11.66775,2.42875,UZB
9804,1853,24.62308333333333,0.9701666666666666,VEN
9805,1853,23.50425,1.2843333333333333,VNM
9806,1853,25.97383333333333,1.08225,VIR
9807,1853,21.986333333333334,1.7895833333333335,ESH
9808,1853,22.634,1.514,ZMB
9809,1853,23.131,1.7909999999999997,ZWE
9810,1853,4.90775,1.0751666666666666,ALA
9811,1854,13.60575,2.2133333333333334,AFG
9813,1854,11.951666666666666,1.6469166666666668,ALB
9814,1854,22.481166666666667,1.6804166666666667,DZA
9815,1854,10.682416666666667,1.3548333333333333,AND
9816,1854,26.165333333333333,1.17075,AIA
9817,1854,25.983583333333332,1.1789166666666666,ATG
9818,1854,7.824083333333334,1.6489166666666666,ARM
9819,1854,27.44033333333333,1.2230833333333333,ABW
9821,1854,21.915833333333335,1.502,AUS
9822,1854,5.69575,1.3779166666666667,AUT
9823,1854,10.539416666666668,1.5194166666666666,AZE
9824,1854,24.785666666666668,1.3706666666666667,BHS
9825,1854,25.335166666666666,1.8834166666666665,BHR
9826,1854,24.910583333333335,1.074,BK
9827,1854,24.721666666666668,1.5840833333333333,BGD
9828,1854,26.008916666666664,1.2105,BRB
9829,1854,5.741833333333333,1.368,BLR
9830,1854,9.29425,1.32125,BEL
9831,1854,24.222250000000003,1.4203333333333334,BLZ
9832,1854,25.999,2.133,BEN
9833,1854,11.662333333333335,1.7848333333333333,BTN
9834,1854,26.6985,1.1945833333333333,BES
9835,1854,9.859583333333333,1.548,BIH
9836,1854,24.465083333333336,1.0454999999999999,BRA
9837,1854,25.89016666666667,1.2016666666666667,VGB
9838,1854,10.042083333333332,1.6204999999999998,BGR
9839,1854,25.26,2.3280000000000003,BFA
9840,1854,23.547666666666668,1.327,MMR
9841,1854,18.485,1.3999999999999997,BDI
9842,1854,26.388,1.32325,KHM
9843,1854,-5.545750000000001,2.3621666666666665,CAN
9844,1854,23.211,2.21,CPV
9845,1854,26.121583333333334,1.3668333333333333,CYM
9846,1854,6.473083333333332,1.1875833333333332,CHN
9847,1854,25.23175,1.1259166666666667,CXR
9848,1854,24.322166666666664,1.08675,COL
9849,1854,25.27133333333333,1.0229166666666667,COM
9851,1854,24.995500000000003,1.2013333333333334,CRI
9852,1854,10.818249999999999,1.5205,HRV
9853,1854,24.912166666666668,1.3734166666666667,CUB
9854,1854,26.876833333333334,1.2184166666666667,CUW
9855,1854,18.169166666666666,1.6951666666666665,CYP
9856,1854,7.19025,1.3055833333333333,CZE
9857,1854,25.131,2.311,CIV
9858,1854,-5.324375,2.132875,DNK
9859,1854,25.65225,1.20075,DMA
9860,1854,25.177083333333332,1.2605000000000002,DOM
9861,1854,22.15625,1.9658333333333333,EGY
9862,1854,24.091083333333334,1.2773333333333332,SLV
9863,1854,5.011416666666666,1.3148333333333333,EST
9864,1854,20.619,1.3,ETH
9866,1854,6.632750000000001,1.5138333333333334,FRO
9867,1854,1.6356666666666666,1.4764166666666665,FIN
9868,1854,11.2635,1.3723333333333334,FRA
9869,1854,25.228916666666667,1.0959166666666667,GUF
9870,1854,24.788,2.458,GMB
9872,1854,7.459083333333333,1.5230833333333333,GEO
9873,1854,7.866333333333333,1.2919166666666666,DEU
9874,1854,26.218000000000004,2.15,GHA
9875,1854,14.11475,1.6994166666666668,GRC
9876,1854,-19.003333333333334,2.9599999999999995,GRL
9877,1854,26.28916666666667,1.2196666666666667,GRD
9878,1854,25.872333333333334,1.185,GLP
9879,1854,22.262916666666666,1.33525,GTM
9880,1854,10.874083333333333,1.39,GGY
9881,1854,23.464,2.5540000000000003,GIN
9882,1854,24.639,2.557,GNB
9883,1854,25.412333333333333,1.2101666666666666,GUY
9884,1854,25.923083333333334,1.2934166666666667,HTI
9885,1854,23.922583333333336,1.29,HND
9886,1854,22.712999999999997,1.843416666666667,HKG
9887,1854,9.291583333333334,1.41925,HUN
9888,1854,1.1313333333333333,1.9440833333333334,ISL
9889,1854,23.759083333333336,1.2733333333333332,IND
9890,1854,25.158916666666666,1.0610833333333334,IDN
9891,1854,16.981833333333334,1.9150833333333335,IRN
9892,1854,21.120583333333332,1.9525,IRQ
9893,1854,9.552750000000001,1.4126666666666665,IRL
9894,1854,9.439833333333334,1.3349166666666665,IMN
9895,1854,19.077,1.827416666666667,ISR
9896,1854,12.08675,1.4416666666666667,ITA
9897,1854,25.637333333333334,1.3552499999999998,JAM
9898,1854,11.692166666666665,1.7860833333333332,JPN
9899,1854,10.874083333333333,1.39,JEY
9900,1854,18.792416666666664,1.9196666666666669,JOR
9901,1854,5.359916666666667,2.1902500000000003,KAZ
9902,1854,22.816,1.4750000000000003,KEN
9903,1854,24.45375,2.02475,KWT
9904,1854,3.1278333333333332,2.33675,KGZ
9905,1854,23.444666666666667,1.4766666666666666,LAO
9906,1854,5.361916666666667,1.3205,LVA
9907,1854,17.04775,1.8233333333333333,LBN
9908,1854,24.547250000000002,1.8889166666666668,LBR
9909,1854,21.728333333333335,2.0075,LBY
9910,1854,4.084833333333333,1.4154166666666665,LIE
9911,1854,5.855666666666667,1.3423333333333334,LTU
9912,1854,8.94075,1.3095833333333333,LUX
9913,1854,22.46416666666667,1.8555000000000001,MO
9914,1854,9.784083333333333,1.6587500000000002,MKD
9915,1854,22.299083333333332,1.12375,MDG
9916,1854,22.943,1.508,MWI
9917,1854,25.2915,1.1209166666666668,MYS
9918,1854,22.249,2.377,MLI
9919,1854,17.56833333333333,1.92875,MLT
9920,1854,25.65225,1.20075,MTQ
9921,1854,26.967666666666663,1.8649166666666668,MRT
9922,1854,22.9735,1.4517499999999999,MUS
9923,1854,25.89616666666667,1.0638333333333334,MYT
9924,1854,20.06,1.4668333333333334,MEX
9925,1854,8.568833333333332,1.3695833333333332,MDA
9926,1854,8.518749999999999,1.3761666666666665,MCO
9927,1854,-0.9294166666666666,2.1646666666666667,MNG
9928,1854,9.616249999999999,1.607,MNE
9929,1854,25.926083333333334,1.1845,MSR
9930,1854,17.1885,1.6105833333333333,MAR
9931,1854,24.783,1.4750000000000003,MOZ
9932,1854,14.670166666666667,1.7479166666666668,NPL
9933,1854,9.107208333333334,1.33125,NLD
9934,1854,9.728916666666667,1.7866666666666668,NZL
9935,1854,25.25316666666667,1.2200833333333334,NIC
9936,1854,27.35100000000001,2.042,NER
9938,1854,6.579000000000001,1.727,PRK
9939,1854,0.37816666666666626,1.6093333333333335,NOR
9941,1854,20.25,2.39,OMN
9942,1854,20.2725,1.6929166666666668,PAK
9944,1854,25.792333333333335,1.193,PAN
9945,1854,23.0525,2.1105,PRY
9946,1854,26.213250000000002,1.1603333333333332,PHL
9947,1854,7.208166666666666,1.3083333333333333,POL
9948,1854,14.4345,1.5950833333333332,PRT
9949,1854,25.024833333333333,1.2233333333333334,PRI
9950,1854,26.240583333333333,1.7758333333333332,QAT
9951,1854,22.76091666666667,1.3934166666666667,REU
9952,1854,8.40925,1.4668333333333334,ROU
9953,1854,-5.49025,1.8751666666666666,RUS
9954,1854,17.548,1.386,RWA
9955,1854,26.165333333333333,1.17075,BLM
9956,1854,25.39108333333333,1.19475,KNA
9957,1854,26.1965,1.2097499999999999,LCA
9958,1854,26.165333333333333,1.17075,MF
9959,1854,3.875,2.516833333333333,SPM
9960,1854,26.337333333333333,1.2116666666666667,VCT
9961,1854,13.243,1.5385833333333334,SMR
9962,1854,16.725,1.6980000000000002,SAU
9963,1854,24.748,2.466,SEN
9964,1854,9.496416666666667,1.5641666666666667,SRB
9965,1854,26.303083333333333,1.0153333333333332,SYC
9966,1854,24.824749999999998,2.00175,SLE
9967,1854,25.88891666666667,1.3675,SGP
9968,1854,26.165333333333333,1.17075,SX
9969,1854,7.101500000000001,1.3714166666666667,SVK
9970,1854,9.15391666666667,1.57975,SVN
9971,1854,24.56,1.3730000000000002,SOM
9973,1854,11.693166666666668,1.6514166666666668,KOR
9974,1854,13.27975,1.4445,ESP
9975,1854,26.678833333333333,1.1050000000000002,LKA
9976,1854,25.656499999999998,1.1652500000000001,SUR
9977,1854,-7.490666666666667,3.6039999999999996,SJM
9978,1854,2.73175,1.3944999999999999,SWE
9979,1854,6.532333333333334,1.3936666666666666,CHE
9980,1854,17.307583333333334,1.854,SYR
9981,1854,21.95125,1.68225,TWN
9982,1854,3.7983333333333333,2.18525,TJK
9983,1854,22.296000000000003,1.547,TZA
9984,1854,25.785083333333333,1.3289166666666667,THA
9985,1854,26.403000000000002,2.0980000000000003,TGO
9986,1854,25.6435,1.22275,TTO
9987,1854,19.251166666666666,1.77925,TUN
9988,1854,11.021666666666667,1.7405833333333334,TUR
9989,1854,14.3925,2.3924166666666666,TKM
9990,1854,26.329166666666666,1.2860833333333332,TCA
9991,1854,21.582000000000004,1.3999999999999997,UGA
9992,1854,7.40775,1.3441666666666665,UKR
9993,1854,19.468,2.55,ARE
9994,1854,8.601875,1.343125,GBR
9995,1854,8.821250000000001,1.4840833333333334,USA
9996,1854,16.951833333333333,2.0690833333333334,URY
9997,1854,12.074583333333335,2.53225,UZB
9998,1854,24.57258333333333,1.145,VEN
9999,1854,23.497250000000005,1.3860833333333333,VNM
10000,1854,25.89016666666667,1.2016666666666667,VIR
10001,1854,22.003666666666664,1.8332499999999998,ESH
10002,1854,22.634,1.514,ZMB
10003,1854,23.131,1.7909999999999997,ZWE
10004,1854,5.626666666666668,1.4573333333333334,ALA
10005,1855,13.923833333333334,2.334916666666667,AFG
10007,1855,12.333583333333335,1.3771666666666667,ALB
10008,1855,22.660083333333333,1.7114166666666666,DZA
10009,1855,10.281666666666666,1.3541666666666667,AND
10010,1855,26.302666666666667,1.0568333333333333,AIA
10011,1855,26.108833333333337,1.0325833333333334,ATG
10012,1855,11.72925,1.711875,ARG
10013,1855,8.693166666666668,1.5130833333333333,ARM
10014,1855,27.616083333333336,1.15575,ABW
10016,1855,21.304,1.5529166666666667,AUS
10017,1855,5.185083333333334,1.1986666666666668,AUT
10018,1855,11.328916666666666,1.513,AZE
10019,1855,24.889916666666668,1.3060833333333333,BHS
10020,1855,25.57416666666667,1.933,BHR
10021,1855,24.948833333333337,1.0884166666666666,BK
10022,1855,24.65116666666667,1.3734166666666667,BGD
10023,1855,26.131666666666664,0.9733333333333333,BRB
10024,1855,4.634083333333333,1.2978333333333334,BLR
10025,1855,7.801583333333333,1.23025,BEL
10026,1855,24.316833333333335,1.5021666666666667,BLZ
10027,1855,25.999,2.133,BEN
10028,1855,11.341999999999999,1.546,BTN
10029,1855,19.533375,1.3820000000000001,BOL
10030,1855,26.865416666666665,1.08375,BES
10031,1855,9.974583333333333,1.2854166666666667,BIH
10032,1855,24.490916666666667,1.0469166666666665,BRA
10033,1855,26.046583333333334,1.07975,VGB
10034,1855,10.33,1.5657500000000002,BGR
10035,1855,25.26,2.3280000000000003,BFA
10036,1855,23.421833333333336,1.22275,MMR
10037,1855,18.485,1.3999999999999997,BDI
10038,1855,26.22675,1.3221666666666667,KHM
10039,1855,-5.778083333333332,2.5883333333333334,CAN
10040,1855,23.211,2.21,CPV
10041,1855,26.178416666666667,1.4193333333333333,CYM
10042,1855,7.070125000000001,1.424125,CHL
10043,1855,6.515583333333333,1.2425,CHN
10044,1855,25.380916666666668,1.10975,CXR
10045,1855,24.407666666666668,1.07475,COL
10046,1855,25.185166666666664,1.02925,COM
10048,1855,25.105166666666666,1.1856666666666666,CRI
10049,1855,10.738166666666666,1.2730833333333333,HRV
10050,1855,24.999333333333336,1.34375,CUB
10051,1855,27.045,1.129,CUW
10052,1855,18.69966666666667,1.8619166666666667,CYP
10053,1855,6.234166666666667,1.1686666666666665,CZE
10054,1855,25.131,2.311,CIV
10055,1855,-6.21825,2.1011666666666664,DNK
10056,1855,25.784333333333333,0.9900000000000001,DMA
10057,1855,25.395833333333332,1.1926666666666668,DOM
10058,1855,22.474,1.9478333333333335,EGY
10059,1855,24.199416666666668,1.3477499999999998,SLV
10060,1855,3.72025,1.2946666666666669,EST
10061,1855,20.619,1.3,ETH
10063,1855,5.767,1.5098333333333336,FRO
10064,1855,0.17308333333333348,1.3753333333333335,FIN
10065,1855,10.499708333333333,1.31575,FRA
10066,1855,25.37941666666667,1.0581666666666667,GUF
10067,1855,24.788,2.458,GMB
10069,1855,8.3865,1.3560833333333333,GEO
10070,1855,6.456333333333333,1.1693333333333333,DEU
10071,1855,26.218000000000004,2.15,GHA
10072,1855,14.5405,1.5795000000000001,GRC
10073,1855,-19.12125,3.0361666666666665,GRL
10074,1855,26.42125,0.9859166666666667,GRD
10075,1855,25.995666666666665,1.0175833333333333,GLP
10076,1855,22.35066666666667,1.4470833333333333,GTM
10077,1855,9.733666666666666,1.2048333333333334,GGY
10078,1855,23.464,2.5540000000000003,GIN
10079,1855,24.639,2.557,GNB
10080,1855,25.61466666666667,1.1395,GUY
10081,1855,26.144750000000002,1.2355,HTI
10082,1855,24.064999999999998,1.3355833333333333,HND
10083,1855,22.143,1.5443333333333333,HKG
10084,1855,9.045,1.3154166666666667,HUN
10085,1855,0.5556666666666666,2.3506666666666667,ISL
10086,1855,23.758750000000003,1.3105833333333334,IND
10087,1855,25.26908333333333,1.063,IDN
10088,1855,17.45716666666667,2.0105,IRN
10089,1855,21.676583333333337,1.93875,IRQ
10090,1855,8.427583333333333,1.344833333333333,IRL
10091,1855,8.253166666666667,1.2689166666666667,IMN
10092,1855,19.465166666666665,1.8665,ISR
10093,1855,12.057666666666668,1.2581666666666667,ITA
10094,1855,25.839916666666667,1.31975,JAM
10095,1855,12.040666666666667,1.7886666666666666,JPN
10096,1855,9.733666666666666,1.2048333333333334,JEY
10097,1855,19.206750000000003,1.93875,JOR
10098,1855,5.578166666666667,2.163416666666667,KAZ
10099,1855,22.816,1.4750000000000003,KEN
10100,1855,24.82858333333333,2.049916666666667,KWT
10101,1855,3.3941666666666666,2.419,KGZ
10102,1855,23.20125,1.4833333333333334,LAO
10103,1855,4.00975,1.2899166666666666,LVA
10104,1855,17.516333333333332,1.8735833333333334,LBN
10105,1855,25.081833333333332,1.101,LBR
10106,1855,22.173833333333334,1.8926666666666667,LBY
10107,1855,3.520916666666667,1.29075,LIE
10108,1855,4.409166666666667,1.2700833333333332,LTU
10109,1855,7.546333333333334,1.1993333333333334,LUX
10110,1855,21.892750000000003,1.5755,MO
10111,1855,10.144083333333333,1.4446666666666665,MKD
10112,1855,22.14491666666667,1.1685,MDG
10113,1855,22.943,1.508,MWI
10114,1855,25.393583333333336,1.1361666666666668,MYS
10115,1855,22.249,2.377,MLI
10116,1855,18.177833333333336,1.5399166666666666,MLT
10117,1855,25.784333333333333,0.9900000000000001,MTQ
10118,1855,27.201666666666668,1.8365,MRT
10119,1855,22.624416666666665,1.6705833333333333,MUS
10120,1855,25.78025,1.0795833333333333,MYT
10121,1855,20.001,1.79925,MEX
10122,1855,8.567583333333333,1.3952499999999999,MDA
10123,1855,7.926749999999999,1.4472500000000001,MCO
10124,1855,-0.6193333333333331,2.206583333333333,MNG
10125,1855,9.909833333333333,1.327,MNE
10126,1855,26.047250000000002,1.02825,MSR
10127,1855,17.063666666666666,1.60225,MAR
10128,1855,24.783,1.4750000000000003,MOZ
10129,1855,14.332,1.6233333333333333,NPL
10130,1855,7.4315,1.2359583333333333,NLD
10131,1855,9.852083333333333,1.3599166666666667,NZL
10132,1855,25.406666666666666,1.2343333333333333,NIC
10133,1855,27.35100000000001,2.042,NER
10135,1855,6.9874166666666655,1.542,PRK
10136,1855,-0.9304166666666668,1.5343333333333333,NOR
10138,1855,20.25,2.39,OMN
10139,1855,20.0385,1.8027499999999999,PAK
10141,1855,25.89408333333333,1.1770833333333333,PAN
10142,1855,22.815166666666666,1.8258333333333334,PRY
10143,1855,18.864625,1.106625,PER
10144,1855,26.03375,1.1396666666666666,PHL
10145,1855,5.940416666666667,1.2446666666666666,POL
10146,1855,13.759166666666665,1.6714166666666666,PRT
10147,1855,25.20566666666667,1.1166666666666667,PRI
10148,1855,26.436333333333334,1.8439166666666666,QAT
10149,1855,22.443583333333336,1.5795833333333331,REU
10150,1855,8.4975,1.3710833333333332,ROU
10151,1855,-5.556916666666666,2.0039166666666666,RUS
10152,1855,17.548,1.386,RWA
10153,1855,26.302666666666667,1.0568333333333333,BLM
10154,1855,25.528166666666667,1.0506666666666666,KNA
10155,1855,26.325916666666668,0.9819166666666667,LCA
10156,1855,26.302666666666667,1.0568333333333333,MF
10157,1855,4.069916666666667,2.2860833333333335,SPM
10158,1855,26.472166666666666,0.9885,VCT
10159,1855,13.145416666666668,1.3165833333333332,SMR
10160,1855,25.18541666666667,1.7051666666666667,SAU
10161,1855,24.748,2.466,SEN
10162,1855,9.675416666666667,1.3463333333333332,SRB
10163,1855,26.222333333333335,1.0240833333333335,SYC
10164,1855,25.757,1.1294166666666665,SLE
10165,1855,26.076583333333332,1.36975,SGP
10166,1855,26.302666666666667,1.0568333333333333,SX
10167,1855,6.549083333333333,1.33575,SVK
10168,1855,8.897416666666667,1.3029166666666667,SVN
10169,1855,24.56,1.3730000000000002,SOM
10171,1855,11.951583333333332,1.4709166666666667,KOR
10172,1855,12.812583333333334,1.38525,ESP
10173,1855,26.667666666666666,1.131,LKA
10174,1855,25.838166666666666,1.1205833333333333,SUR
10175,1855,-7.932583333333333,3.61425,SJM
10176,1855,1.1741666666666666,1.25825,SWE
10177,1855,5.850083333333334,1.2561666666666669,CHE
10178,1855,17.866666666666667,1.8616666666666666,SYR
10179,1855,21.5775,1.4210833333333335,TWN
10180,1855,4.111166666666667,2.28075,TJK
10181,1855,22.296000000000003,1.547,TZA
10182,1855,25.645,1.3411666666666668,THA
10183,1855,26.403000000000002,2.0980000000000003,TGO
10184,1855,25.811666666666667,1.0134999999999998,TTO
10185,1855,19.643583333333336,1.65825,TUN
10186,1855,11.636083333333334,1.7745833333333334,TUR
10187,1855,14.982583333333332,2.4930833333333333,TKM
10188,1855,26.545583333333337,1.2115833333333332,TCA
10189,1855,21.582000000000004,1.3999999999999997,UGA
10190,1855,7.286666666666666,1.3120833333333333,UKR
10191,1855,19.468,2.55,ARE
10192,1855,7.465291666666666,1.2840416666666667,GBR
10193,1855,8.459416666666668,1.5504166666666668,USA
10194,1855,16.761666666666667,1.8418333333333334,URY
